id,name,image_url,set,rarity,type,version
100,Ninja Hound Corps,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/100_C_Ninja_Hound-ccg.webp,Prima Edizione,C,Ninja,
101,TonTon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/101_C_TonTon_Pig-ccg.webp,Prima Edizione,C,Ninja,
102,Manda,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/102_UC_Manda_Summoned-ccg.webp,Prima Edizione,UC,Ninja,
103,Giant Spider,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/103_UC_Giant_Spider_Rain-ccg.webp,Prima Edizione,UC,Ninja,
104,Tsunade,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/104_M_Tsunade-ccg.webp,Prima Edizione,M,Ninja,
104,Tsunade,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/104_R_ART_Tsunade_Chakra_Enhanced-ccg.webp,Prima Edizione,RA,Ninja,
104,Tsunade,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/104_R_Tsunade_Hokage-ccg.webp,Prima Edizione,R,Ninja,
105,Jiraiya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/105_R_ART_Jiraiya_Mud_Wall-ccg.webp,Prima Edizione,RA,Ninja,
105,Jiraiya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/105_R_Jiraiya_Summoning_Jutsu-ccg.webp,Prima Edizione,R,Ninja,
106,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/106_R_ART_Kakashi_Curse_Sealing-ccg.webp,Prima Edizione,RA,Ninja,
106,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/106_R_Kakashi_Curse_Sealing-ccg.webp,Prima Edizione,R,Ninja,
107,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/107_R_ART_Sasuke_Chidori-ccg.webp,Prima Edizione,RA,Ninja,
107,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/107_R_Sasuke_Chidori-ccg.webp,Prima Edizione,R,Ninja,
108,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/108_M_Naruto-ccg.webp,Prima Edizione,M,Ninja,
108,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/108_R_ART_Naruto_Shadow_Clone-ccg.webp,Prima Edizione,RA,Ninja,
108,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/108_R_Naruto_Rasengan-ccg.webp,Prima Edizione,R,Ninja,
109,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/109_R_ART_Sakura_Medical-ccg.webp,Prima Edizione,RA,Ninja,
109,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/109_R_Sakura_Medical-ccg.webp,Prima Edizione,R,Ninja,
10,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/10_C_Naruto_Substitution-ccg.webp,Prima Edizione,C,Ninja,
110,Ino Yamanaka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/110_R_ART_Ino_Mind_Destruction-ccg.webp,Prima Edizione,RA,Ninja,
110,Ino Yamanaka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/110_R_Ino_Mind_Destruction-ccg.webp,Prima Edizione,R,Ninja,
111,Shikamaru Nara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/111_M_Shikamaru-ccg.webp,Prima Edizione,M,Ninja,
111,Shikamaru Nara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/111_R_ART_Shikamaru_Shadow_Strangle-ccg.webp,Prima Edizione,RA,Ninja,
111,Shikamaru Nara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/111_R_Shikamaru_Shadow_Strangle-ccg.webp,Prima Edizione,R,Ninja,
112,Choji Akimichi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/112_R_ART_Choji_Butterfly-ccg.webp,Prima Edizione,RA,Ninja,
112,Choji Akimichi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/112_R_Choji_Chili_Pepper-ccg.webp,Prima Edizione,R,Ninja,
113,Kiba Inuzuka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/113_M_Kiba-ccg.webp,Prima Edizione,M,Ninja,
113,Kiba Inuzuka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/113_R_ART_Kiba_Fang_Over_Fang-ccg.webp,Prima Edizione,RA,Ninja,
113,Kiba Inuzuka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/113_R_Kiba_Fang_Over_Fang-ccg.webp,Prima Edizione,R,Ninja,
114,Hinata Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/114_R_ART_Hinata_Sixty-Four_Palms-ccg.webp,Prima Edizione,RA,Ninja,
114,Hinata Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/114_R_Hinata_Sixty-Four_Palms-ccg.webp,Prima Edizione,R,Ninja,
115,Shino Aburame,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/115_R_ART_Shino_Wall_Insects-ccg.webp,Prima Edizione,RA,Ninja,
115,Shino Aburame,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/115_R_Shino_Wall_Insects-ccg.webp,Prima Edizione,R,Ninja,
116,Neji Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/116_R_ART_Neji_Sixty-FouR_Palms-ccg.webp,Prima Edizione,RA,Ninja,
116,Neji Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/116_R_Neji_Sixty-Four_Palms-ccg.webp,Prima Edizione,R,Ninja,
117,Rock Lee,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/117_M_Rock_Lee-ccg.webp,Prima Edizione,M,Ninja,
117,Rock Lee,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/117_R_ART_RockLee_Loopy_Fist-ccg.webp,Prima Edizione,RA,Ninja,
117,Rock Lee,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/117_R_RockLee_Loopy_Fist-ccg.webp,Prima Edizione,R,Ninja,
118,Tenten,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/118_R_ART_Tenten_Rising_Dragons-ccg.webp,Prima Edizione,RA,Ninja,
118,Tenten,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/118_R_Tenten_Rising_Dragons-ccg.webp,Prima Edizione,R,Ninja,
119,Kankuro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/119_R_ART_Kankuro_Iron_Maiden-ccg.webp,Prima Edizione,RA,Ninja,
119,Kankuro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/119_R_Kankuro_Iron_Maiden-ccg.webp,Prima Edizione,R,Ninja,
11,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/11_C_Sakura_Genin-ccg.webp,Prima Edizione,C,Ninja,
120,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/120_M_Gaara-ccg.webp,Prima Edizione,M,Ninja,
120,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/120_R_ART_Gaara_Sand_Coffin-ccg.webp,Prima Edizione,RA,Ninja,
120,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/120_R_Gaara_Sand_Coffin-ccg.webp,Prima Edizione,R,Ninja,
121,Temari,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/121_R_ART_Temari_Wind_Scythe-ccg.webp,Prima Edizione,RA,Ninja,
121,Temari,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/121_R_Temari_Wind_Scythe-ccg.webp,Prima Edizione,R,Ninja,
122,Jirobo,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/122_R_ART_Jirobo_Slamming_Palm-ccg.webp,Prima Edizione,RA,Ninja,
122,Jirobo,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/122_R_Jirobo_Slamming_Palm-ccg.webp,Prima Edizione,R,Ninja,
123,Kimimaro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/123_R_ART_Kimimaro_Earth_Curse-ccg.webp,Prima Edizione,RA,Ninja,
123,Kimimaro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/123_R_Kimimaro_Earth_Curse-ccg.webp,Prima Edizione,R,Ninja,
124,Kidomaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/124_R_ART_Kidomaru_Gum_Style-ccg.webp,Prima Edizione,RA,Ninja,
124,Kidomaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/124_R_Kidomaru_Gum_Style-ccg.webp,Prima Edizione,R,Ninja,
125,Tayuya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/125_R_ART_Tayuya_Demon_Flute-ccg.webp,Prima Edizione,RA,Ninja,
125,Tayuya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/125_R_Tayuya_Demon_Flute-ccg.webp,Prima Edizione,R,Ninja,
126,Orochimaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/126_R_Orochimaru_Snake_Sword-ccg.webp,Prima Edizione,RA,Ninja,
126,Orochimaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/126_R_Orochimaru_Stay_Out-ccg.webp,Prima Edizione,R,Ninja,
127,Sakon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/127_R_ART_Sakon_Fists_barrage-ccg.webp,Prima Edizione,RA,Ninja,
127,Sakon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/127_R_Sakon_Fists_barrage-ccg.webp,Prima Edizione,R,Ninja,
128,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/128_M_Itachi-ccg.webp,Prima Edizione,M,Ninja,
128,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/128_R_ART_Itachi_Amaterasu-ccg.webp,Prima Edizione,RA,Ninja,
128,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/128_R_Itachi_Control-ccg.webp,Prima Edizione,R,Ninja,
129,Nine-Tailed Fox,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/129_R_ART_Nine-Tailed_Fox_Cloak-ccg.webp,Prima Edizione,RA,Ninja,
129,Nine-Tailed Fox,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/129_R_Nine-Tailed_Grateful-ccg.webp,Prima Edizione,R,Ninja,
12,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/12_UC_Sakura_Chakra_Prowess-ccg.webp,Prima Edizione,UC,Ninja,
130,One-Tail,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/130_R_ART_One_Tail_Playing_Possum-ccg.webp,Prima Edizione,RA,Ninja,
130,One-Tail,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/130_R_One_Tail_Reeady-ccg.webp,Prima Edizione,R,Ninja,
131,Tsunade,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/131_SecretV_GOLD_Tsunade_Hokage-ccg.webp,Prima Edizione,SV,Ninja,
131,Tsunade,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/131_Secret_GOLD_Tsunade_Hokage-ccg.webp,Prima Edizione,S,Ninja,
132,Jiraiya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/132_Secret_GOLD_Jiraiya_Toad_Mouth-ccg.webp,Prima Edizione,S,Ninja,
133,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/133_M_Naruto_Ramen-ccg.webp,Prima Edizione,M,Ninja,
133,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/133_M_Naruto_pennello-ccg.webp,Prima Edizione,M,Ninja,
133,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/133_SecretV_GOLD_Naruto_Rasengan-ccg.webp,Prima Edizione,SV,Ninja,
133,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/133_Secret_GOLD_Naruto_Rasengan-ccg.webp,Prima Edizione,S,Ninja,
134,Nine-Tailed Fox,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/134_Secret_GOLD_Nine_Tail_Fox_Destruction-ccg.webp,Prima Edizione,S,Ninja,
135,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/135_M_Sakura_pennello-ccg.webp,Prima Edizione,M,Ninja,
135,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/135_Secret_GOLD_Sakura_Recovery_Team-ccg.webp,Prima Edizione,S,Ninja,
136,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/136_M_Sasuke_pennello-ccg.webp,Prima Edizione,M,Ninja,
136,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/136_SecretV_GOLD_Sasuke_Heaven_Curse_Mark-ccg.webp,Prima Edizione,SV,Ninja,
136,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/136_Secret_GOLD_Sasuke_Heaven_Curse_Mark-ccg.webp,Prima Edizione,S,Ninja,
137,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/137_M_Kakashi_pennello-ccg.webp,Prima Edizione,M,Ninja,
137,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/137_SecretV_GOLD_Kakashi_Lightning_Blade-ccg.webp,Prima Edizione,SV,Ninja,
137,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/137_Secret_GOLD_Kakashi_Lightning_Blade-ccg.webp,Prima Edizione,S,Ninja,
138,Orochimaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/138_Secret_GOLD_Orochimaru_Transference_Ritual-ccg.webp,Prima Edizione,S,Ninja,
139,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/139_Secret_GOLD_Gaara_Sand_Burial-ccg.webp,Prima Edizione,S,Ninja,
13,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/13_C_Sasuke_Last-ccg.webp,Prima Edizione,C,Ninja,
140,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/140_Secret_GOLD_Itachi_Tsukuyomi-ccg.webp,Prima Edizione,S,Ninja,
141,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/141_M_Special_Naruto_Challenging-ccg.webp,Prima Edizione,M,Ninja,
142,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/142_M_Special_Sasuke_Challenging-ccg.webp,Prima Edizione,M,Ninja,
143,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/143_M_Special_Itachi_Hunting-ccg.webp,Prima Edizione,M,Ninja,
144,Kisame Hoshigaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/144_M_Special_Kisame_Chakra_absorb-ccg.webp,Prima Edizione,M,Ninja,
145,Naruto Uzumaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/145_M_Naruto_Original_Team-ccg.webp,Prima Edizione,M,Ninja,
146,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/146_M_Sasuke_Original_Team-ccg.webp,Prima Edizione,M,Ninja,
147,Sakura Haruno,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/147_M_Sakura_Original_Team-ccg.webp,Prima Edizione,M,Ninja,
148,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/148_M_Kakashi_Original_Team-ccg.webp,Prima Edizione,M,Ninja,
14,Sasuke Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/14_UC_Sasuke_Sharingan-ccg.webp,Prima Edizione,UC,Ninja,
15,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/15_C_Kakashi_Teacher-ccg.webp,Prima Edizione,C,Ninja,
16,Kakashi Hatake,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/16_UC_Kakashi_Sharingan-ccg.webp,Prima Edizione,UC,Ninja,
17,Choji Akimichi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/17_C_Choji_Expansion-ccg.webp,Prima Edizione,C,Ninja,
18,Choji Akimichi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/18_UC_Choji_Human_Boulder-ccg.webp,Prima Edizione,UC,Ninja,
19,Ino Yamanaka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/19_C_Ino_Genin-ccg.webp,Prima Edizione,C,Ninja,
20,Ino Yamanaka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/20_UC_Ino_Mind_Transfer-ccg.webp,Prima Edizione,UC,Ninja,
21,Shikamaru Nara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/21_C_Shikamaru_Genin-ccg.webp,Prima Edizione,C,Ninja,
22,Shikamaru Nara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/22_UC_Shikamaru_Shadow_Possession-ccg.webp,Prima Edizione,UC,Ninja,
23,Asuma Sarutobi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/23_C_Asuma_Teacher-ccg.webp,Prima Edizione,C,Ninja,
24,Asuma Sarutobi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/24_UC_Asuma_Trench_Knives-ccg.webp,Prima Edizione,UC,Ninja,
25,Kiba Inuzuka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/25_C_Kiba_Genin-ccg.webp,Prima Edizione,C,Ninja,
26,Kiba Inuzuka,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/26_UC_Kiba_All_Four-ccg.webp,Prima Edizione,UC,Ninja,
27,Akamaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/27_C_Akamaru_Hound-ccg.webp,Prima Edizione,C,Ninja,
28,Akamaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/28_UC_Akamaru_Man_Beast_Clone-ccg.webp,Prima Edizione,UC,Ninja,
29,Akamaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/29_UC_Akamaru_Two-Headed_Wolf-ccg.webp,Prima Edizione,UC,Ninja,
30,Hinata Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/30_C_Hinata_Gentle_fist-ccg.webp,Prima Edizione,C,Ninja,
31,Hinata Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/31_UC_Hinata_Byakugan-ccg.webp,Prima Edizione,UC,Ninja,
32,Shino Aburame,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/32_C_Shino_Parasitic_Insects-ccg.webp,Prima Edizione,C,Ninja,
33,Shino Aburame,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/33_UC_Shino_Insect_Clones-ccg.webp,Prima Edizione,UC,Ninja,
34,Kurenai Yuhi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/34_C_Kurenai_Teacher-ccg.webp,Prima Edizione,C,Ninja,
35,Kurenai Yuhi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/35_UC_Kurenai_Tree_Bind-ccg.webp,Prima Edizione,UC,Ninja,
36,Neji Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/36_C_Neji_Gentle_fist-ccg.webp,Prima Edizione,C,Ninja,
37,Neji Hyuga,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/37_UC_Neji_Palm_Rotation-ccg.webp,Prima Edizione,UC,Ninja,
38,Rock Lee,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/38_C_RockLee_Training-ccg.webp,Prima Edizione,C,Ninja,
39,Rock Lee,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/39_UC_RockLee_Primary_Lotus-ccg.webp,Prima Edizione,UC,Ninja,
40,Tenten,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/40_C_Tenten_Genin-ccg.webp,Prima Edizione,C,Ninja,
41,Tenten,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/41_UC_Tenten_Weapon_Specialist-ccg.webp,Prima Edizione,UC,Ninja,
42,Might Guy,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/42_C_MightGuy_Teacher-ccg.webp,Prima Edizione,C,Ninja,
43,Might Guy,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/43_UC_MightGuy_Ferocious_Fist-ccg.webp,Prima Edizione,UC,Ninja,
44,Anko Mitarashi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/44_C_Anko_Proctor-ccg.webp,Prima Edizione,C,Ninja,
45,Anko Mitarashi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/45_UC_Anko_Striking_Shadows-ccg.webp,Prima Edizione,UC,Ninja,
46,Ebisu,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/46_C_Ebisu_Trainer-ccg.webp,Prima Edizione,C,Ninja,
